Source,Label,Target
Q6233248,Olga Markovna Tabachnikova,http://www.wikidata.org/entity/Q102229507
Q6233248,Andrew James Holt,http://www.wikidata.org/entity/Q102292066
Q6233248,Emma Hazel Cliffe,http://www.wikidata.org/entity/Q102316299
Q6233248,Lucy Kilbourne,http://www.wikidata.org/entity/Q129769600
Q6233248,Timothy James King,http://www.wikidata.org/entity/Q102353916
Q6233248,Marina de Vos,http://www.wikidata.org/entity/Q102366923
Q6233248,Owen Cliffe,http://www.wikidata.org/entity/Q102366924
Q6233248,Patricia Dorothy Pearce,http://www.wikidata.org/entity/Q102382817
Q6233248,Nalina Phisanbut,http://www.wikidata.org/entity/Q102395944
Q6233248,Saif Mohammed Al-Kuwari,http://www.wikidata.org/entity/Q102395947
Q6233248,Benjamin Blamey,http://www.wikidata.org/entity/Q102415659
Q6233248,Esraa Hadi Obead Alwan,http://www.wikidata.org/entity/Q102424192
Q6233248,Acyr Locatelli,http://www.wikidata.org/entity/Q102442802
Q6233248,David John Wilson,http://www.wikidata.org/entity/Q102489253
Q6233248,John Fitch,http://www.wikidata.org/entity/Q172492
Q6233248,Harold Davenport,http://www.wikidata.org/entity/Q1385023
Q6233248,Julian A Padget,http://www.wikidata.org/entity/Q58621441
Q6233248,Ryan McCleeary,http://www.wikidata.org/entity/Q103204036
Q6233248,Ali El Kaafarani,http://www.wikidata.org/entity/Q103296411
Q6233248,Sarah Fitch,http://www.wikidata.org/entity/Q115575007
Q6233248,"Joseph Fitch, III",http://www.wikidata.org/entity/Q115575614
Q102361513,Alexander Grothendieck,http://www.wikidata.org/entity/Q77141
Q102361513,Gérard Gonzalez-Sprinberg,http://www.wikidata.org/entity/Q102181917
Q102361513,Daniel Alibert,http://www.wikidata.org/entity/Q102184487
Q102361513,Georges Maltsiniotis,http://www.wikidata.org/entity/Q102230498
Q102361513,Alain Bruguières,http://www.wikidata.org/entity/Q102291850
Q102361513,Laurent Busé,http://www.wikidata.org/entity/Q102361133
Q102361513,André Galligo,http://www.wikidata.org/entity/Q102361513
Q102361513,Laurent Chicli,http://www.wikidata.org/entity/Q102361515
Q102361513,Harouna Warou,http://www.wikidata.org/entity/Q102364745
Q102361513,Fouad El Zein,http://www.wikidata.org/entity/Q102374758
Q102361513,Ihsen Yengui,http://www.wikidata.org/entity/Q102388349
Q102361513,Assia Mahboubi,http://www.wikidata.org/entity/Q102403440
Q102361513,Daniel Bembe,http://www.wikidata.org/entity/Q102403858
Q102361513,Víctor González-Aguilera,http://www.wikidata.org/entity/Q102420283
Q102361513,M’hammed El Kahoui,http://www.wikidata.org/entity/Q102425278
Q102361513,Margherita Roggero,http://www.wikidata.org/entity/Q102439077
Q102361513,Skander Belhaj,http://www.wikidata.org/entity/Q102481383
Q102361513,Arnaud Beauville,http://www.wikidata.org/entity/Q691176
Q102361513,Jean Verdier,http://www.wikidata.org/entity/Q50299450
Q102361513,Alain Lascoux,http://www.wikidata.org/entity/Q4705670
Q3709693,Xin Li,http://www.wikidata.org/entity/Q102350062
Q3709693,David Francis Mayers,http://www.wikidata.org/entity/Q102118752
Q3709693,Robert Paul Bennell,http://www.wikidata.org/entity/Q102232805
Q3709693,Yannis Chicha,http://www.wikidata.org/entity/Q102267347
Q3709693,Cosmin E. Oancea,http://www.wikidata.org/entity/Q102282186
Q3709693,Laurentiu Dragan,http://www.wikidata.org/entity/Q102310919
Q3709693,Yuzhen Xie,http://www.wikidata.org/entity/Q102310914
Q3709693,Xiaofang Xie,http://www.wikidata.org/entity/Q102315045
Q3709693,Geoffrey Z. Wozniak,http://www.wikidata.org/entity/Q102341645
Q3709693,Rui Hu,http://www.wikidata.org/entity/Q102414328
Q3709693,Vadim Mazalov,http://www.wikidata.org/entity/Q102408484
Q3709693,Jamil Ahmed,http://www.wikidata.org/entity/Q102420218
Q3709693,Gaston Gonnet,http://www.wikidata.org/entity/Q5526736
Q3709693,Keith Geddes,http://www.wikidata.org/entity/Q3709693
Q21191195,Marvin Minsky,http://www.wikidata.org/entity/Q204815
Q21191195,Nikunj Oza,http://www.wikidata.org/entity/Q87236523
Q21191195,Ronald Parr,http://www.wikidata.org/entity/Q94608979
Q21191195,David Y. Y. Yun,http://www.wikidata.org/entity/Q95765466
Q21191195,Paul S. Wang,http://www.wikidata.org/entity/Q95837546
Q21191195,Marie desJardins,http://www.wikidata.org/entity/Q55956070
Q21191195,Kevin P. Murphy,http://www.wikidata.org/entity/Q43130294
Q21191195,William A. Martin,http://www.wikidata.org/entity/Q8003999
Q21191195,Joel Moses,http://www.wikidata.org/entity/Q93129
Q21191195,Carl Engelman,http://www.wikidata.org/entity/Q107502057
Q21191195,Bill Gosper,http://www.wikidata.org/entity/Q862150
Q21191195,Richard Fateman,http://www.wikidata.org/entity/Q7325629
Q21191195,Ariel D. Procaccia,http://www.wikidata.org/entity/Q20675644
Q21191195,Shlomo Zilberstein,http://www.wikidata.org/entity/Q20675791
Q21191195,Jonathan King Tash,http://www.wikidata.org/entity/Q102186632
Q21191195,Barry M. Trager,http://www.wikidata.org/entity/Q102205813
Q21191195,Abhijeet Mohapatra,http://www.wikidata.org/entity/Q61244090
Q21191195,Leila Banijamali,http://www.wikidata.org/entity/Q61244198
Q21191195,Mohamed Jamil Baddoura,http://www.wikidata.org/entity/Q102225244
Q21191195,Scott Burten Hunter,http://www.wikidata.org/entity/Q102253266
Q21191195,Daniel Nikolaev Nikovski,http://www.wikidata.org/entity/Q102259388
Q21191195,Ahmet Soydan Bilgin,http://www.wikidata.org/entity/Q102317229
Q21191195,Michael Genesereth,http://www.wikidata.org/entity/Q21191195
Q21191195,Eric P. Xing,http://www.wikidata.org/entity/Q18719253
Q21191195,Seymour Papert,http://www.wikidata.org/entity/Q335027
Q21191195,Richard E. Zippel,http://www.wikidata.org/entity/Q95308695
Q102082637,Victor Klee,http://www.wikidata.org/entity/Q470505
Q102082637,Rolf Schneider,http://www.wikidata.org/entity/Q992835
Q102082637,Seth Sullivant,http://www.wikidata.org/entity/Q81522650
Q102082637,Mike Develin,http://www.wikidata.org/entity/Q11099505
Q102082637,Anders Björner,http://www.wikidata.org/entity/Q490790
Q102082637,Christopher Hillar,http://www.wikidata.org/entity/Q96085795
Q102082637,Diane Maclagan,http://www.wikidata.org/entity/Q56223008
Q102082637,Ruth Moufang,http://www.wikidata.org/entity/Q91649
Q102082637,Branko Grünbaum,http://www.wikidata.org/entity/Q898670
Q102082637,David Speyer,http://www.wikidata.org/entity/Q56884384
Q102082637,Peter Gritzmann,http://www.wikidata.org/entity/Q2075271
Q102082637,Shmuel Onn,http://www.wikidata.org/entity/Q97323090
Q102082637,Jürgen Gerhard Bokowski,http://www.wikidata.org/entity/Q102082637
Q102082637,Lynn Chua,http://www.wikidata.org/entity/Q102082614
Q102082637,Jason Morton,http://www.wikidata.org/entity/Q102317963
Q102082637,Christian Richter,http://www.wikidata.org/entity/Q102217211
Q102082637,Jürgen Kaapke,http://www.wikidata.org/entity/Q102170680
Q102082637,Theo Overhagen,http://www.wikidata.org/entity/Q102170684
Q102082637,Ulrich Betke,http://www.wikidata.org/entity/Q102170683
Q102082637,Irini Papaderou-Vogiatzaki,http://www.wikidata.org/entity/Q102174899
Q102082637,Franz Josef Kaltenbach,http://www.wikidata.org/entity/Q102177536
Q102082637,John-Andre Wieacker,http://www.wikidata.org/entity/Q102177996
Q102082637,Uwe Schnell,http://www.wikidata.org/entity/Q102178555
Q102082637,Martin Henk,http://www.wikidata.org/entity/Q102178804
Q102082637,Christina Bauer,http://www.wikidata.org/entity/Q102179175
Q102082637,Wolfgang Weil,http://www.wikidata.org/entity/Q102178955
Q102082637,Lydia Tsintsifa,http://www.wikidata.org/entity/Q102179359
Q102082637,Stefan Glasauer,http://www.wikidata.org/entity/Q102180503
Q102082637,Jose Rodriguez,http://www.wikidata.org/entity/Q102421331
Q102082637,Rainer Schark,http://www.wikidata.org/entity/Q1670077
Q102082637,Birkett Huber,http://www.wikidata.org/entity/Q102200587
Q102082637,Harrison Kwei Tsai,http://www.wikidata.org/entity/Q102200551
Q102082637,Ezra Miller,http://www.wikidata.org/entity/Q102200588
Q102082637,John Dalbec,http://www.wikidata.org/entity/Q102200589
Q102082637,Serkan Hosten,http://www.wikidata.org/entity/Q102200550
Q102082637,Nora Helena Sleumer,http://www.wikidata.org/entity/Q102226770
Q102082637,Stephan Johannes Eidenbenz,http://www.wikidata.org/entity/Q102226802
Q102082637,Laura Felicia Matusevich,http://www.wikidata.org/entity/Q102238634
Q102082637,Alexander Below,http://www.wikidata.org/entity/Q102255965
Q102082637,Amit Khetan,http://www.wikidata.org/entity/Q102255972
Q102082637,Nicholas Eriksson,http://www.wikidata.org/entity/Q102257182
Q102082637,Ruchira Sreemati Datta,http://www.wikidata.org/entity/Q102257731
Q102082637,Frank Vallentin,http://www.wikidata.org/entity/Q102266198
Q102082637,Paula Carvalho,http://www.wikidata.org/entity/Q102268335
Q102082637,Achill Schürmann,http://www.wikidata.org/entity/Q102270986
Q102082637,Martin Meyer,http://www.wikidata.org/entity/Q102270984
Q102082637,Rainer Höhne,http://www.wikidata.org/entity/Q102270983
Q102082637,Peter Scholl,http://www.wikidata.org/entity/Q102270985
Q102082637,Volker Arhelger,http://www.wikidata.org/entity/Q102270982
Q102082637,Christoph Schulz,http://www.wikidata.org/entity/Q102301771
Q102082637,Jiawang Nie,http://www.wikidata.org/entity/Q102302939
Q102082637,Debbie S. Yuster,http://www.wikidata.org/entity/Q102306762
Q102082637,Josephine T. Yu,http://www.wikidata.org/entity/Q102306923
Q102082637,Andreas Paffenholz,http://www.wikidata.org/entity/Q102307516
Q102082637,Peter McKinley Huggins,http://www.wikidata.org/entity/Q102338394
Q102082637,Ralph Schuster,http://www.wikidata.org/entity/Q102338719
Q102082637,Vanessa Krummeck,http://www.wikidata.org/entity/Q102343963
Q102082637,Daniel Hug,http://www.wikidata.org/entity/Q102345492
Q102082637,Peter Lebmeir,http://www.wikidata.org/entity/Q102348339
Q102082637,Lars Allermann,http://www.wikidata.org/entity/Q102358917
Q102082637,Anne Shiu,http://www.wikidata.org/entity/Q102362370
Q102082637,Alex Fink,http://www.wikidata.org/entity/Q102362622
Q102082637,Detlef Dornieden,http://www.wikidata.org/entity/Q102364799
Q102082637,María Angélica Cueto,http://www.wikidata.org/entity/Q102368349
Q102082637,Dustin Cartwright,http://www.wikidata.org/entity/Q102368362
Q102082637,Thorsten Orendt,http://www.wikidata.org/entity/Q102377698
Q102082637,Cynthia Vinzant,http://www.wikidata.org/entity/Q102379166
Q102082637,Shaowei Lin,http://www.wikidata.org/entity/Q102379162
Q102082637,Melody Chan,http://www.wikidata.org/entity/Q65747601
Q102082637,Felipe Rincon,http://www.wikidata.org/entity/Q102397694
Q102082637,Andrew James Critch,http://www.wikidata.org/entity/Q102409174
Q102082637,Ngoc Mai Tran,http://www.wikidata.org/entity/Q102409132
Q102082637,Gábor Gévay,http://www.wikidata.org/entity/Q102414322
Q102082637,Susanne Apel,http://www.wikidata.org/entity/Q102419984
Q102082637,Qingchun Ren,http://www.wikidata.org/entity/Q102421360
Q102082637,Martin von Gagern,http://www.wikidata.org/entity/Q102424540
Q102082637,Ralph Morrison,http://www.wikidata.org/entity/Q102433027
Q102082637,Zvi Rosen,http://www.wikidata.org/entity/Q102433126
Q102082637,Stefan Helmut Kranich,http://www.wikidata.org/entity/Q102444988
Q102082637,Elina Robeva,http://www.wikidata.org/entity/Q102449330
Q102082637,Hwangrae Lee,http://www.wikidata.org/entity/Q102458584
Q102082637,Alexander Martin,http://www.wikidata.org/entity/Q17276571
Q102082637,Bo Lin,http://www.wikidata.org/entity/Q102664266
Q102082637,Emmanuel Tsukerman,http://www.wikidata.org/entity/Q102666343
Q102082637,Joe Kileel,http://www.wikidata.org/entity/Q102668141
Q102082637,Katharina Elena Schaar,http://www.wikidata.org/entity/Q102743394
Q102082637,Ernst Max Mohr,http://www.wikidata.org/entity/Q1359453
Q102082637,Carlos Améndola,http://www.wikidata.org/entity/Q102779453
Q102082637,Kathlén Kohn,http://www.wikidata.org/entity/Q102969752
Q102082637,Jesús A. De Loera,http://www.wikidata.org/entity/Q18685657
Q102082637,Rekha R. Thomas,http://www.wikidata.org/entity/Q18719243
Q102082637,Anna Seigal,http://www.wikidata.org/entity/Q103141714
Q102082637,Nidhi Kaihnsa,http://www.wikidata.org/entity/Q103170045
Q102082637,Ulrich Kortenkamp,http://www.wikidata.org/entity/Q95358399
Q102235248,Iacopo Barsotti,http://www.wikidata.org/entity/Q3791426
Q102235248,Lorenzo Robbiano,http://www.wikidata.org/entity/Q93433532
Q102235248,Ilia Toli,http://www.wikidata.org/entity/Q102235246
Q102235248,Alberto Zanoni,http://www.wikidata.org/entity/Q102235389
Q102235248,Patrizia Gianni,http://www.wikidata.org/entity/Q102235248
Q102235248,Marco Bodrato,http://www.wikidata.org/entity/Q102235387
Q102235248,Massimiliano Sala,http://www.wikidata.org/entity/Q102235386
Q102235248,Massimo Caboara,http://www.wikidata.org/entity/Q102290379
Q5526736,George Forsythe,http://www.wikidata.org/entity/Q1507260
Q5526736,Emo Welzl,http://www.wikidata.org/entity/Q5373649
Q5526736,Christophe Dessimoz,http://www.wikidata.org/entity/Q30114112
Q5526736,Adrian M Altenhoff,http://www.wikidata.org/entity/Q56635746
Q5526736,Walter Gander,http://www.wikidata.org/entity/Q19959528
Q5526736,Tom Jenkins,http://www.wikidata.org/entity/Q2439741
Q5526736,Tim Bray,http://www.wikidata.org/entity/Q1502402
Q5526736,Maria Rauschenberger,http://www.wikidata.org/entity/Q57412015
Q5526736,Ricardo Baeza-Yates,http://www.wikidata.org/entity/Q7322550
Q5526736,David Russell McIntyre,http://www.wikidata.org/entity/Q102217069
Q5526736,Esmond Gee-Ying Ng,http://www.wikidata.org/entity/Q102217075
Q5526736,Hamza Sayed M. Rashwan,http://www.wikidata.org/entity/Q102217079
Q5526736,Allan George,http://www.wikidata.org/entity/Q102226733
Q5526736,Laurent Fernand Guy Bernardin,http://www.wikidata.org/entity/Q102226731
Q5526736,Michael Burnett Monagan,http://www.wikidata.org/entity/Q102226732
Q5526736,Luz Rello,http://www.wikidata.org/entity/Q13860298
Q5526736,Eleanor C. H. Chu,http://www.wikidata.org/entity/Q102244370
Q5526736,Joseph Wai-Hung Liu,http://www.wikidata.org/entity/Q102244536
Q5526736,Allan Wittkopf,http://www.wikidata.org/entity/Q102280668
Q5526736,John Anthony Cnockaert,http://www.wikidata.org/entity/Q102304701
Q5526736,Edgar Chavez,http://www.wikidata.org/entity/Q102309488
Q5526736,Iris van Rooij,http://www.wikidata.org/entity/Q102339617
Q5526736,Daniel Steven Roche,http://www.wikidata.org/entity/Q102392443
Q5526736,Allan Scott,http://www.wikidata.org/entity/Q102393410
Q5526736,Marina Barsky,http://www.wikidata.org/entity/Q102393414
Q5526736,Mahdi Seyed Mohammad Javadi,http://www.wikidata.org/entity/Q102399634
Q5526736,Gaston Gonnet,http://www.wikidata.org/entity/Q5526736
Q5526736,Claudine Badue,http://www.wikidata.org/entity/Q102733501
Q5526736,Eduardo Barbosa,http://www.wikidata.org/entity/Q102733476
Q5526736,"Alvaro Pereira, Jr.",http://www.wikidata.org/entity/Q102733572
Q5526736,Marcelo Mendoza,http://www.wikidata.org/entity/Q102733531
Q5526736,Barbara Poblete,http://www.wikidata.org/entity/Q102734731
Q5526736,Omar Alonso,http://www.wikidata.org/entity/Q102734698
Q5526736,Ilaria Bordino,http://www.wikidata.org/entity/Q102734747
Q5526736,Victor Pascual,http://www.wikidata.org/entity/Q102734770
Q5526736,Carlos Castillo,http://www.wikidata.org/entity/Q58044004
Q5526736,Baris Yusuf Tuncer,http://www.wikidata.org/entity/Q102779350
Q5526736,Gonzalo Navarro,http://www.wikidata.org/entity/Q63033736
Q5526736,Steven A. Benner,http://www.wikidata.org/entity/Q7614416
Q5526736,Tatiana A. Gutiérrez-Bunster,http://www.wikidata.org/entity/Q103072720
Q5526736,Jiaxiong Lucas Hu,http://www.wikidata.org/entity/Q103216285
Q5526736,Keith Geddes,http://www.wikidata.org/entity/Q3709693
Q102112303,Pedro Abellanas,http://www.wikidata.org/entity/Q27077369
Q102112303,Emmanuel Briand,http://www.wikidata.org/entity/Q62635401
Q102112303,Felipe Cucker,http://www.wikidata.org/entity/Q37029316
Q102112303,Carlos Andradas,http://www.wikidata.org/entity/Q30918165
Q102112303,Jean Bénabou,http://www.wikidata.org/entity/Q102112308
Q102112303,João Jorge Ribeiro Soares Gonçalves de Araújo,http://www.wikidata.org/entity/Q102111322
Q102112303,Laureano González Vega,http://www.wikidata.org/entity/Q102112303
Q102112303,Luis Miguel Pardo,http://www.wikidata.org/entity/Q102117918
Q102112303,César Alonso,http://www.wikidata.org/entity/Q102192568
Q102112303,Jose Luis Montaña Arnaiz,http://www.wikidata.org/entity/Q102192564
Q102112303,Antonio González Corbalán,http://www.wikidata.org/entity/Q102192561
Q102112303,José Manuel Gamboa Mutuberría,http://www.wikidata.org/entity/Q102192550
Q102112303,María Emilia Alonso García,http://www.wikidata.org/entity/Q102192556
Q102112303,Margarita Bradley Celso,http://www.wikidata.org/entity/Q102192557
Q102112303,María Luisa Mazón Calpena,http://www.wikidata.org/entity/Q102192562
Q102112303,María José González López,http://www.wikidata.org/entity/Q102192566
Q102112303,Mario A. Fioravanti,http://www.wikidata.org/entity/Q102196240
Q102112303,Jesús María Ruiz Sancho,http://www.wikidata.org/entity/Q102223138
Q102112303,Frédéric Lehobey,http://www.wikidata.org/entity/Q102230275
Q102112303,Jean Mainguené,http://www.wikidata.org/entity/Q102230299
Q102112303,Francisco Santos Leal,http://www.wikidata.org/entity/Q18223274
Q102112303,Fabrice Rouillier,http://www.wikidata.org/entity/Q102254063
Q102112303,Thierry Zell,http://www.wikidata.org/entity/Q102258244
Q102112303,Luis Felipe Tabera,http://www.wikidata.org/entity/Q102310884
Q102112303,Gwénolé Ars,http://www.wikidata.org/entity/Q102326698
Q102112303,Solen Corvez-Ferte,http://www.wikidata.org/entity/Q102340098
Q102112303,Jaime Puig-Pey Echebeste,http://www.wikidata.org/entity/Q102341786
Q102112303,Adamou Otto,http://www.wikidata.org/entity/Q102364740
Q102112303,Ahmed Guergueb,http://www.wikidata.org/entity/Q102364751
Q102112303,Annette Paugam,http://www.wikidata.org/entity/Q102364753
Q102112303,Christiane Saliba-Bercoff,http://www.wikidata.org/entity/Q102364754
Q102112303,Fatima Boudaoud,http://www.wikidata.org/entity/Q102364741
Q102112303,Eric Rannou,http://www.wikidata.org/entity/Q102364748
Q102112303,Harouna Warou,http://www.wikidata.org/entity/Q102364745
Q102112303,Ivan Méguerditchian,http://www.wikidata.org/entity/Q102364750
Q102112303,Laurence Wauthier,http://www.wikidata.org/entity/Q102364749
Q102112303,Mohab Safey El Din,http://www.wikidata.org/entity/Q102364742
Q102112303,Richard Leroy,http://www.wikidata.org/entity/Q102364729
Q102112303,Thierry Van Effelterre,http://www.wikidata.org/entity/Q102364743
Q102112303,Zénon Lygatsikas,http://www.wikidata.org/entity/Q102364747
Q102112303,Zoubida Jadda,http://www.wikidata.org/entity/Q102364752
Q102112303,Jean-Paul Cardinal,http://www.wikidata.org/entity/Q102366928
Q102112303,Zoltán Kovács,http://www.wikidata.org/entity/Q102439267
Q102112303,Laura Colmenarejo Hernando,http://www.wikidata.org/entity/Q102485417
Q102112303,Marie-Françoise Roy,http://www.wikidata.org/entity/Q1116827
Q102112303,Volker Weispfenning,http://www.wikidata.org/entity/Q1441375
Q862150,Paul S. Wang,http://www.wikidata.org/entity/Q95837546
Q862150,William A. Martin,http://www.wikidata.org/entity/Q8003999
Q862150,Joel Moses,http://www.wikidata.org/entity/Q93129
Q862150,Carl Engelman,http://www.wikidata.org/entity/Q107502057
Q862150,Bill Gosper,http://www.wikidata.org/entity/Q862150
Q862150,Richard Fateman,http://www.wikidata.org/entity/Q7325629
Q862150,Michael Genesereth,http://www.wikidata.org/entity/Q21191195
Q110281,Antonio Campillo López,http://www.wikidata.org/entity/Q55739738
Q110281,Yuri A. Drozd,http://www.wikidata.org/entity/Q12102471
Q110281,Uwe Storch,http://www.wikidata.org/entity/Q106623
Q110281,Eugenii Shustin,http://www.wikidata.org/entity/Q96471872
Q110281,Martin Kreuzer,http://www.wikidata.org/entity/Q91643
Q110281,Erhard Scholz,http://www.wikidata.org/entity/Q1350944
Q110281,Hannah Markwig,http://www.wikidata.org/entity/Q15445700
Q110281,Wolfgang Ebeling,http://www.wikidata.org/entity/Q15455466
Q110281,Gerhard Pfister,http://www.wikidata.org/entity/Q1512277
Q110281,Friedrich Hirzebruch,http://www.wikidata.org/entity/Q61753
Q110281,Gert-Martin Greuel,http://www.wikidata.org/entity/Q110281
Q110281,Thomas Miller,http://www.wikidata.org/entity/Q102175834
Q110281,Thomas A Gawlick,http://www.wikidata.org/entity/Q102088466
Q110281,Thomas Fischer,http://www.wikidata.org/entity/Q102178599
Q110281,Horst Dieter Vohmann,http://www.wikidata.org/entity/Q102171838
Q110281,Helmut Arend Hamm,http://www.wikidata.org/entity/Q102174530
Q110281,Fritz Dirk Ehlers,http://www.wikidata.org/entity/Q102174363
Q110281,Paul Kluitmann,http://www.wikidata.org/entity/Q102176590
Q110281,Franz-Josef Bilitewski,http://www.wikidata.org/entity/Q102177669
Q110281,Claus Hertling,http://www.wikidata.org/entity/Q102178601
Q110281,Axel Dörner,http://www.wikidata.org/entity/Q102178920
Q110281,Ludwig Balke,http://www.wikidata.org/entity/Q102180596
Q110281,Hans Schönemann,http://www.wikidata.org/entity/Q102206029
Q110281,Anna Pratoussevitch,http://www.wikidata.org/entity/Q102232387
Q110281,Bertolt Krüger,http://www.wikidata.org/entity/Q102257839
Q110281,Colin Stahlke,http://www.wikidata.org/entity/Q102257841
Q110281,Eberhard Voigt,http://www.wikidata.org/entity/Q102257837
Q110281,Frank Rothenhäusler,http://www.wikidata.org/entity/Q102257842
Q110281,Harald Eggers,http://www.wikidata.org/entity/Q102257836
Q110281,Yu Jianming,http://www.wikidata.org/entity/Q102257840
Q110281,Tom Høholdt,http://www.wikidata.org/entity/Q102352707
Q110281,Thilo Henrich,http://www.wikidata.org/entity/Q102397789
Q110281,Martin Kalck,http://www.wikidata.org/entity/Q102408817
Q110281,Daniel Andres,http://www.wikidata.org/entity/Q102432592
Q110281,Yue Ren,http://www.wikidata.org/entity/Q102435622
Q110281,Grischa Studzinski,http://www.wikidata.org/entity/Q102438842
Q110281,Lennart Galinat,http://www.wikidata.org/entity/Q102581170
Q110281,Wassilij Gnedin,http://www.wikidata.org/entity/Q102581188
Q110281,Kyōji Saitō,http://www.wikidata.org/entity/Q11679101
Q110281,Armin Biere,http://www.wikidata.org/entity/Q687404
Q110281,Laura Tozzo,http://www.wikidata.org/entity/Q102841534
Q110281,Philipp Christian Korell,http://www.wikidata.org/entity/Q102929904
Q110281,Peter Slodowy,http://www.wikidata.org/entity/Q103352
Q110281,Cornelia Rottner,http://www.wikidata.org/entity/Q102967708
Q110281,Horst Knörrer,http://www.wikidata.org/entity/Q103737
Q110281,Johannes Felix Hoffmann,http://www.wikidata.org/entity/Q103132837
Q110281,Werner M. Seiler,http://www.wikidata.org/entity/Q62051646
Q79888550,Konrad Jacobs,http://www.wikidata.org/entity/Q105394
Q79888550,Joachim von zur Gathen,http://www.wikidata.org/entity/Q11112511
Q79888550,Luis Gravano,http://www.wikidata.org/entity/Q99480989
Q79888550,Peter Bürgisser,http://www.wikidata.org/entity/Q37008968
Q79888550,Joos Ulrich Heintz,http://www.wikidata.org/entity/Q79888550
Q79888550,Luis Miguel Pardo,http://www.wikidata.org/entity/Q102117918
Q79888550,Hans F. de Groote,http://www.wikidata.org/entity/Q102176642
Q79888550,Walter Baur,http://www.wikidata.org/entity/Q102176520
Q79888550,Franz Mauch,http://www.wikidata.org/entity/Q102178774
Q79888550,Michael Nüsken,http://www.wikidata.org/entity/Q102178775
Q79888550,Matthias Franz,http://www.wikidata.org/entity/Q102226494
Q79888550,Guillermo Matera,http://www.wikidata.org/entity/Q102230806
Q79888550,Uday S. Gandbhir,http://www.wikidata.org/entity/Q102235508
Q79888550,Ariel Waissbein,http://www.wikidata.org/entity/Q102243081
Q79888550,Antonio Artemio Cafure,http://www.wikidata.org/entity/Q102243082
Q79888550,Rudolf Wüthrich,http://www.wikidata.org/entity/Q102274268
Q79888550,Gabriela Tali Jerónimo,http://www.wikidata.org/entity/Q102277580
Q79888550,Bart Kuijpers,http://www.wikidata.org/entity/Q102326366
Q79888550,Rosa Graciela Wachenchauzer,http://www.wikidata.org/entity/Q102327129
Q79888550,Daniel Roberto Perrucci,http://www.wikidata.org/entity/Q102345471
Q79888550,Ezequiel Dratman,http://www.wikidata.org/entity/Q102365670
Q79888550,Martín Eugenio Avendaño González,http://www.wikidata.org/entity/Q102386779
Q79888550,Marcela Silvia Almeida,http://www.wikidata.org/entity/Q102392790
Q79888550,María Elisabet D'Alfonso,http://www.wikidata.org/entity/Q102392795
Q79888550,Louis Leroux,http://www.wikidata.org/entity/Q102395274
Q79888550,Santiago Jorge Laplagne,http://www.wikidata.org/entity/Q102421741
Q79888550,Melina Lorena Privitelli,http://www.wikidata.org/entity/Q102425282
Q79888550,Marta Narváez Clauss,http://www.wikidata.org/entity/Q102508066
Q79888550,María Isabel Herrero,http://www.wikidata.org/entity/Q102534892
Q79888550,Mariana Valeria Pérez,http://www.wikidata.org/entity/Q102699503
Q79888550,César Martínez,http://www.wikidata.org/entity/Q102757130
Q79888550,Marcelo Valdettaro,http://www.wikidata.org/entity/Q102770427
Q79888550,Nardo Giménez,http://www.wikidata.org/entity/Q102799839
Q79888550,Roberto Gualdi,http://www.wikidata.org/entity/Q103022515
Q102111026,Michael Rothstein,http://www.wikidata.org/entity/Q95765440
Q102111026,Wang Dongming,http://www.wikidata.org/entity/Q41787507
Q102111026,David Musser,http://www.wikidata.org/entity/Q5237857
Q102111026,Hoon Hong,http://www.wikidata.org/entity/Q102111026
Q102111026,Tudor Jebelean,http://www.wikidata.org/entity/Q102170649
Q102111026,Irina A. Kogan,http://www.wikidata.org/entity/Q102208529
Q102111026,Scott McCallum,http://www.wikidata.org/entity/Q102259904
Q102111026,Dennis S. Arnon,http://www.wikidata.org/entity/Q102265760
Q102111026,Michael T. McClellan,http://www.wikidata.org/entity/Q102265830
Q102111026,Cyrenus M. Rubald,http://www.wikidata.org/entity/Q102265958
Q102111026,James R. Pinkert,http://www.wikidata.org/entity/Q102265954
Q102111026,Lee E. Heindel,http://www.wikidata.org/entity/Q102266054
Q102111026,Stuart C. Schaller,http://www.wikidata.org/entity/Q102266034
Q102111026,Tsu-Wu Joseph Chou,http://www.wikidata.org/entity/Q102266038
Q102111026,Mark James Encarnación,http://www.wikidata.org/entity/Q102270934
Q102111026,Jeremy Russell Johnson,http://www.wikidata.org/entity/Q102290705
Q102111026,Werner Johannes Krandick,http://www.wikidata.org/entity/Q102311217
Q102111026,Ellis Horowitz,http://www.wikidata.org/entity/Q18631179
Q102111026,J. Barkley Rosser,http://www.wikidata.org/entity/Q332905
Q102111026,Christopher West Brown,http://www.wikidata.org/entity/Q103035916
Q102230190,Antoine Girard,http://www.wikidata.org/entity/Q58609026
Q102230190,Nathalie Revol,http://www.wikidata.org/entity/Q102230485
Q102230190,Noël Gastinel,http://www.wikidata.org/entity/Q102113973
Q102230190,Claude-Pierre Jeannerod,http://www.wikidata.org/entity/Q102230212
Q102230190,Dominique Duval,http://www.wikidata.org/entity/Q102229888
Q102230190,René Aïd,http://www.wikidata.org/entity/Q102229782
Q102230190,Guoting Chen,http://www.wikidata.org/entity/Q102230079
Q102230190,Jean-Louis Roch,http://www.wikidata.org/entity/Q102230071
Q102230190,Evelyne Hubert,http://www.wikidata.org/entity/Q102230190
