Source,Label,Target
Q1045665,Regine Hildebrandt,http://www.wikidata.org/entity/Q77980
Q1045665,Hannelore Rönsch,http://www.wikidata.org/entity/Q78004
Q1045665,Reinhard Höppner,http://www.wikidata.org/entity/Q78414
Q1045665,Johanna Wanka,http://www.wikidata.org/entity/Q95574
Q1045665,Carl-Dieter Spranger,http://www.wikidata.org/entity/Q95850
Q1045665,Berthold Beitz,http://www.wikidata.org/entity/Q95870
Q1045665,Brigitte Grothum,http://www.wikidata.org/entity/Q97337
Q1045665,Ingo Schmitt,http://www.wikidata.org/entity/Q88893
Q1045665,Gerhard Glogowski,http://www.wikidata.org/entity/Q87640
Q1045665,Heiner Geißler,http://www.wikidata.org/entity/Q72651
Q1045665,Christa Luft,http://www.wikidata.org/entity/Q88304
Q1045665,Anke Fuchs,http://www.wikidata.org/entity/Q73197
Q1045665,Edzard Schmidt-Jortzig,http://www.wikidata.org/entity/Q73213
Q1045665,Rudolf Seiters,http://www.wikidata.org/entity/Q73941
Q1045665,Ulrike Poppe,http://www.wikidata.org/entity/Q88738
Q1045665,Hans-Gert Pöttering,http://www.wikidata.org/entity/Q57301
Q1045665,Thomas de Maizière,http://www.wikidata.org/entity/Q57364
Q1045665,Heinz Paula,http://www.wikidata.org/entity/Q43841
Q1045665,Günther Beckstein,http://www.wikidata.org/entity/Q44771
Q1045665,Martin Schulz,http://www.wikidata.org/entity/Q17905
Q1045665,Holger Apfel,http://www.wikidata.org/entity/Q25766
Q1045665,Ursula von der Leyen,http://www.wikidata.org/entity/Q60772
Q1045665,Brigitte Zypries,http://www.wikidata.org/entity/Q60872
Q1045665,Klaus Wowereit,http://www.wikidata.org/entity/Q8863
Q1045665,Claudia Kohde-Kilsch,http://www.wikidata.org/entity/Q61142
Q1045665,Wolfgang Tiefensee,http://www.wikidata.org/entity/Q61386
Q1045665,Jens Böhrnsen,http://www.wikidata.org/entity/Q61604
Q1045665,Sönke Wortmann,http://www.wikidata.org/entity/Q66041
Q1045665,Senta Berger,http://www.wikidata.org/entity/Q62310
Q1045665,Alice Schwarzer,http://www.wikidata.org/entity/Q62919
Q1045665,Aygül Özkan,http://www.wikidata.org/entity/Q68128
Q1045665,Torsten Albig,http://www.wikidata.org/entity/Q69036
Q1045665,Michael Leutert,http://www.wikidata.org/entity/Q16433
Q1045665,Erwin Sellering,http://www.wikidata.org/entity/Q69301
Q1045665,Klaus Ernst,http://www.wikidata.org/entity/Q26206
Q1045665,Reiner Haseloff,http://www.wikidata.org/entity/Q69355
Q1045665,Stefan Mappus,http://www.wikidata.org/entity/Q69361
Q1045665,Linda Stahl,http://www.wikidata.org/entity/Q6432
Q1045665,Ursula Sladek,http://www.wikidata.org/entity/Q51749
Q1045665,Peter Frenkel,http://www.wikidata.org/entity/Q61856
Q1045665,Christian Reif,http://www.wikidata.org/entity/Q61518
Q1045665,Annegret Kramp-Karrenbauer,http://www.wikidata.org/entity/Q71359
Q1045665,Beate Klarsfeld,http://www.wikidata.org/entity/Q65113
Q1045665,Omid Nouripour,http://www.wikidata.org/entity/Q71635
Q1045665,Manuela Schwesig,http://www.wikidata.org/entity/Q72845
Q1045665,Steffie Schnoor,http://www.wikidata.org/entity/Q2338886
Q1045665,Susann Biedefeld,http://www.wikidata.org/entity/Q2369001
Q1045665,Sylvia Voß,http://www.wikidata.org/entity/Q2374287
Q1045665,Thomas Hunsteger-Petermann,http://www.wikidata.org/entity/Q2424847
Q1045665,Thomas Oelmayer,http://www.wikidata.org/entity/Q2426369
Q1045665,Thomas Brunner,http://www.wikidata.org/entity/Q2422729
Q1045665,Rolf Niese,http://www.wikidata.org/entity/Q2163677
Q1045665,Ulf Fink,http://www.wikidata.org/entity/Q2474771
Q1045665,Ulrike Gote,http://www.wikidata.org/entity/Q2477293
Q1045665,Rudolf Friedrich,http://www.wikidata.org/entity/Q2172679
Q1045665,Ursula Doppmeier,http://www.wikidata.org/entity/Q2501570
Q1045665,Ursula Monheim,http://www.wikidata.org/entity/Q2501765
Q1045665,Uta Titze-Stecher,http://www.wikidata.org/entity/Q2502822
Q1045665,Ute Pape,http://www.wikidata.org/entity/Q2503062
Q1045665,Uwe-Jens Rössel,http://www.wikidata.org/entity/Q2503913
Q1045665,Uwe Hiksch,http://www.wikidata.org/entity/Q2504293
Q1045665,Uwe Lehmann-Brauns,http://www.wikidata.org/entity/Q2504489
Q1045665,Veronika Winterstein,http://www.wikidata.org/entity/Q2517519
Q1045665,Volkmar Schultz,http://www.wikidata.org/entity/Q2531509
Q1045665,Ulrich Lang,http://www.wikidata.org/entity/Q2476242
Q1045665,Werner Buß,http://www.wikidata.org/entity/Q2560947
Q1045665,Werner Kubitza,http://www.wikidata.org/entity/Q2561843
Q1045665,Werner Siemann,http://www.wikidata.org/entity/Q2562627
Q1045665,Wilhelm Hogrefe,http://www.wikidata.org/entity/Q2573270
Q1045665,Ramona Pop,http://www.wikidata.org/entity/Q2130284
Q1045665,Regina Schmidt-Zadel,http://www.wikidata.org/entity/Q2137928
Q1045665,Reinhard Grätz,http://www.wikidata.org/entity/Q2140712
Q1045665,Reinhold Hiller,http://www.wikidata.org/entity/Q2141410
Q1045665,Reinhold Trinius,http://www.wikidata.org/entity/Q2141570
Q1045665,Renate Brunswicker,http://www.wikidata.org/entity/Q2143344
Q1045665,Renate Diemers,http://www.wikidata.org/entity/Q2143365
Q1045665,Renate Holznagel,http://www.wikidata.org/entity/Q2143413
Q1045665,Renate Rennebach,http://www.wikidata.org/entity/Q2143490
Q1045665,Walter Haas,http://www.wikidata.org/entity/Q2544582
Q1045665,Richard Drautz,http://www.wikidata.org/entity/Q2149345
Q1045665,Richard Schuhmann,http://www.wikidata.org/entity/Q2150558
Q1045665,Richard Winkels,http://www.wikidata.org/entity/Q2150920
Q1045665,Rita Henke,http://www.wikidata.org/entity/Q2154907
Q1045665,Robert Krumbein,http://www.wikidata.org/entity/Q2157921
Q1045665,Robert Leidinger,http://www.wikidata.org/entity/Q2158015
Q1045665,Rosel Neuhäuser,http://www.wikidata.org/entity/Q2166833
Q1045665,Rosely Schweizer,http://www.wikidata.org/entity/Q2166856
Q1045665,Rosemarie Raab,http://www.wikidata.org/entity/Q2166909
Q1045665,Sabine Kaspereit,http://www.wikidata.org/entity/Q2209777
Q1045665,Ulrich Klinkert,http://www.wikidata.org/entity/Q2476180
Q1045665,Ute Fischer,http://www.wikidata.org/entity/Q2502965
Q1045665,Siegfried Hornung,http://www.wikidata.org/entity/Q2283410
Q1045665,Siegfried Martsch,http://www.wikidata.org/entity/Q2283597
Q1045665,Sieghard Pawlik,http://www.wikidata.org/entity/Q2283946
Q1045665,Siegrun Klemmer,http://www.wikidata.org/entity/Q2284140
Q1045665,Silke Schindler,http://www.wikidata.org/entity/Q2286231
Q1045665,Silvia Hillenbrand,http://www.wikidata.org/entity/Q2286714
Q1045665,Ulrich Deuschle,http://www.wikidata.org/entity/Q2475696
Q1045665,Lisa Paus,http://www.wikidata.org/entity/Q1827771
Q1045665,Peter Winter,http://www.wikidata.org/entity/Q2079071
Q1045665,Ludwig Wörner,http://www.wikidata.org/entity/Q1875207
Q1045665,Lutz Knopek,http://www.wikidata.org/entity/Q1878133
Q1045665,Lutz Lienenkämper,http://www.wikidata.org/entity/Q1878147
Q1045665,Maika Friemann-Jennert,http://www.wikidata.org/entity/Q1885377
Q1045665,Manfred Kern,http://www.wikidata.org/entity/Q1889563
Q1045665,Manfred Nink,http://www.wikidata.org/entity/Q1889746
Q1045665,Manuel Höferlin,http://www.wikidata.org/entity/Q1891565
Q1045665,Marcel Hafke,http://www.wikidata.org/entity/Q1893036
Q1045665,Marco Buschmann,http://www.wikidata.org/entity/Q1893672
Q1045665,Maria Klein-Schmeink,http://www.wikidata.org/entity/Q1896024
Q1045665,Marianne Engeser,http://www.wikidata.org/entity/Q1896791
Q1045665,Marina Schuster,http://www.wikidata.org/entity/Q1898298
Q1045665,Marion Ackermann,http://www.wikidata.org/entity/Q1899107
Q1045665,Markus Töns,http://www.wikidata.org/entity/Q1901834
Q1045665,Martin Delius,http://www.wikidata.org/entity/Q1903611
Q1045665,Martin Rivoir,http://www.wikidata.org/entity/Q1904819
Q1045665,Martin Schoser,http://www.wikidata.org/entity/Q1904981
Q1045665,Mathias Middelberg,http://www.wikidata.org/entity/Q1908516
Q1045665,Matthias Birkwald,http://www.wikidata.org/entity/Q1909731
Q1045665,Matthias Doht,http://www.wikidata.org/entity/Q1909821
Q1045665,Matthias Christoph Pröfrock,http://www.wikidata.org/entity/Q1910236
Q1045665,Matthias Heider,http://www.wikidata.org/entity/Q1909956
Q1045665,Matthias Lietz,http://www.wikidata.org/entity/Q1910110
Q1045665,Matthias Miersch,http://www.wikidata.org/entity/Q1910150
Q1045665,Maximilian Lehmer,http://www.wikidata.org/entity/Q1914013
Q1045665,Mechthild Dyckmans,http://www.wikidata.org/entity/Q1915614
Q1045665,Mechthild Heil,http://www.wikidata.org/entity/Q1915619
Q1045665,Mehrdad Mostofizadeh,http://www.wikidata.org/entity/Q1917412
Q1045665,Mevlüde Genç,http://www.wikidata.org/entity/Q1926168
Q1045665,Michael Gerdes,http://www.wikidata.org/entity/Q1927537
Q1045665,Michael Groß,http://www.wikidata.org/entity/Q1927604
Q1045665,Michael Piazolo,http://www.wikidata.org/entity/Q1928894
Q1045665,Michael Schlecht,http://www.wikidata.org/entity/Q1929216
Q1045665,Mike Bischoff,http://www.wikidata.org/entity/Q1933048
Q1045665,Mike Mohring,http://www.wikidata.org/entity/Q1933349
Q1045665,Michael Weigand,http://www.wikidata.org/entity/Q1929763
Q1045665,Miriam Gruß,http://www.wikidata.org/entity/Q1938136
Q1045665,Peter Meyer,http://www.wikidata.org/entity/Q2077033
Q1045665,Monika Düker,http://www.wikidata.org/entity/Q1944603
Q1045665,Monika Grütters,http://www.wikidata.org/entity/Q1944642
Q1045665,Monika Lazar,http://www.wikidata.org/entity/Q1944684
Q1045665,Peter Beyer,http://www.wikidata.org/entity/Q2073936
Q1045665,Nicole Bracht-Bendt,http://www.wikidata.org/entity/Q1986955
Q1045665,Nicole Gohlke,http://www.wikidata.org/entity/Q1987000
Q1045665,Niema Movassat,http://www.wikidata.org/entity/Q1989055
Q1045665,Norbert Nieszery,http://www.wikidata.org/entity/Q1997071
Q1045665,Norbert Schmitt,http://www.wikidata.org/entity/Q1997183
Q1045665,Oliver Luksic,http://www.wikidata.org/entity/Q2020409
Q1045665,Otto Hünnerkopf,http://www.wikidata.org/entity/Q2039279
Q1045665,Otto Zeitler,http://www.wikidata.org/entity/Q2041088
Q1045665,Patrick Meinhardt,http://www.wikidata.org/entity/Q2057812
Q1045665,Patrick Rapp,http://www.wikidata.org/entity/Q2057903
Q1045665,Paul Lehrieder,http://www.wikidata.org/entity/Q2060929
Q1045665,Peter Aumer,http://www.wikidata.org/entity/Q2073755
Q1045665,Peter Röhlinger,http://www.wikidata.org/entity/Q2077955
Q1045665,Petra Crone,http://www.wikidata.org/entity/Q2080137
Q1045665,Petra Emmerich-Kopatsch,http://www.wikidata.org/entity/Q2080160
Q1045665,Marcel Huber,http://www.wikidata.org/entity/Q1893046
Q1045665,Oliver Kaczmarek,http://www.wikidata.org/entity/Q2020339
Q1045665,Mehmet Kılıç,http://www.wikidata.org/entity/Q1919998
Q1045665,Konrad Felber,http://www.wikidata.org/entity/Q1781988
Q1045665,Kordula Schulz-Asche,http://www.wikidata.org/entity/Q1784303
Q1045665,Philipp Graf Lerchenfeld,http://www.wikidata.org/entity/Q1786331
Q1045665,Lars Klingbeil,http://www.wikidata.org/entity/Q1806261
Q1045665,Lars Lindemann,http://www.wikidata.org/entity/Q1806282
Q1045665,Leopold Grimm,http://www.wikidata.org/entity/Q1818584
Q1045665,Leonhard Kuckart,http://www.wikidata.org/entity/Q1819239
Q1045665,Peter Straub,http://www.wikidata.org/entity/Q106207
Q1045665,Norbert Burger,http://www.wikidata.org/entity/Q99424
Q1045665,Leyla Onur,http://www.wikidata.org/entity/Q106499
Q1045665,Werner Schuster,http://www.wikidata.org/entity/Q98342
Q1045665,Walter Zuber,http://www.wikidata.org/entity/Q107045
Q1045665,Gert Willner,http://www.wikidata.org/entity/Q107577
Q1045665,Gunnar Uldall,http://www.wikidata.org/entity/Q107637
Q1045665,Wolfgang Reinhart,http://www.wikidata.org/entity/Q107811
Q1045665,Reinhard Metz,http://www.wikidata.org/entity/Q108522
Q1045665,Lothar Hay,http://www.wikidata.org/entity/Q111118
Q1045665,Peter Jacoby,http://www.wikidata.org/entity/Q111138
Q1045665,Angelika Volquartz,http://www.wikidata.org/entity/Q111443
Q1045665,Sylvia Bonitz,http://www.wikidata.org/entity/Q111520
Q1045665,Sabine Jünger,http://www.wikidata.org/entity/Q100357
Q1045665,Wolfgang Jäger,http://www.wikidata.org/entity/Q100564
Q1045665,Holger Bartsch,http://www.wikidata.org/entity/Q100924
Q1045665,Helmut Rau,http://www.wikidata.org/entity/Q101677
Q1045665,Anita Tack,http://www.wikidata.org/entity/Q101714
Q1045665,Friedel Neuber,http://www.wikidata.org/entity/Q101834
Q1045665,Michael Herrmann,http://www.wikidata.org/entity/Q97818
Q1045665,Jürgen Linden,http://www.wikidata.org/entity/Q97988
Q1045665,Cornelia Schmalz-Jacobsen,http://www.wikidata.org/entity/Q103529
Q1045665,Gujjula Ravindra Reddy,http://www.wikidata.org/entity/Q103678
Q1045665,Ulla Jelpke,http://www.wikidata.org/entity/Q103740
Q1045665,Gerhard Botz,http://www.wikidata.org/entity/Q98509
Q1045665,Wolfgang von Stetten,http://www.wikidata.org/entity/Q98757
Q1045665,Ulrich Maurer,http://www.wikidata.org/entity/Q98802
Q1045665,Jamal Karsli,http://www.wikidata.org/entity/Q98937
Q1045665,Karl Lamers,http://www.wikidata.org/entity/Q104428
Q1045665,Dietmar Bartsch,http://www.wikidata.org/entity/Q99450
Q1045665,Wolfgang Gehrcke,http://www.wikidata.org/entity/Q99456
Q1045665,Eva Bulling-Schröter,http://www.wikidata.org/entity/Q104774
Q1045665,Ewa Klamt,http://www.wikidata.org/entity/Q74211
Q1045665,Inge Höger,http://www.wikidata.org/entity/Q74806
Q1045665,Udo Pastörs,http://www.wikidata.org/entity/Q75115
Q1045665,Manfred Weber,http://www.wikidata.org/entity/Q88866
Q1045665,Ralf Stegner,http://www.wikidata.org/entity/Q89578
Q1045665,Monika Stolz,http://www.wikidata.org/entity/Q90674
Q1045665,Frank Schäffler,http://www.wikidata.org/entity/Q90973
Q1045665,Thorsten Schäfer-Gümbel,http://www.wikidata.org/entity/Q91055
Q1045665,Frank-Walter Steinmeier,http://www.wikidata.org/entity/Q76658
Q1045665,Christine Haderthauer,http://www.wikidata.org/entity/Q95373
Q1045665,Julian Nida-Rümelin,http://www.wikidata.org/entity/Q91865
Q1045665,Werner Langen,http://www.wikidata.org/entity/Q85545
Q1045665,Sahra Wagenknecht,http://www.wikidata.org/entity/Q77193
Q1045665,Ulrich Maly,http://www.wikidata.org/entity/Q85734
Q1045665,Birgit Diezel,http://www.wikidata.org/entity/Q78410
Q1045665,Luc Jochimsen,http://www.wikidata.org/entity/Q85796
Q1045665,Stanislaw Tillich,http://www.wikidata.org/entity/Q77391
Q1045665,Sevim Dağdelen,http://www.wikidata.org/entity/Q77684
Q1045665,Armin Laschet,http://www.wikidata.org/entity/Q78205
Q1045665,Annette Groth,http://www.wikidata.org/entity/Q78330
Q1045665,Thomas Oppermann,http://www.wikidata.org/entity/Q90833
Q1045665,Bettina Herlitzius,http://www.wikidata.org/entity/Q95439
Q1045665,Katja Suding,http://www.wikidata.org/entity/Q95577
Q1045665,Jens Ackermann,http://www.wikidata.org/entity/Q75957
Q1045665,Wolfgang Nešković,http://www.wikidata.org/entity/Q95857
Q1045665,Frank Henkel,http://www.wikidata.org/entity/Q95898
Q1045665,"Alexander, Prince of Schaumburg-Lippe",http://www.wikidata.org/entity/Q96350
Q1045665,Jan-Marco Luczak,http://www.wikidata.org/entity/Q96427
Q1045665,Josip Juratovic,http://www.wikidata.org/entity/Q96814
Q1045665,Dietrich Wersich,http://www.wikidata.org/entity/Q97282
Q1045665,Katajun Amirpur,http://www.wikidata.org/entity/Q97301
Q1045665,Frank Elstner,http://www.wikidata.org/entity/Q97353
Q1045665,Christian Meyer,http://www.wikidata.org/entity/Q97450
Q1045665,Verena Bentele,http://www.wikidata.org/entity/Q73349
Q1045665,Ralf Christoffers,http://www.wikidata.org/entity/Q104951
Q1045665,Johannes Vogel,http://www.wikidata.org/entity/Q105426
Q1045665,Nadine Schön,http://www.wikidata.org/entity/Q105331
Q1045665,Ingbert Liebing,http://www.wikidata.org/entity/Q105355
Q1045665,Karl Lauterbach,http://www.wikidata.org/entity/Q105676
Q1045665,Raed Saleh,http://www.wikidata.org/entity/Q102895
Q1045665,Bijan Djir-Sarai,http://www.wikidata.org/entity/Q106033
Q1045665,Monika Baumgartner,http://www.wikidata.org/entity/Q106386
Q1045665,Ingo Appelt,http://www.wikidata.org/entity/Q106891
Q1045665,Andreas Jung,http://www.wikidata.org/entity/Q98768
Q1045665,Katrin Altpeter,http://www.wikidata.org/entity/Q106958
Q1045665,Martina Bunge,http://www.wikidata.org/entity/Q100218
Q1045665,Paul Schäfer,http://www.wikidata.org/entity/Q100255
Q1045665,Wolfgang Jörg,http://www.wikidata.org/entity/Q100521
Q1045665,Franz Untersteller,http://www.wikidata.org/entity/Q100563
Q1045665,Yvonne Ploetz,http://www.wikidata.org/entity/Q100615
Q1045665,Carola Veit,http://www.wikidata.org/entity/Q100795
Q1045665,Dirk Becker,http://www.wikidata.org/entity/Q100986
Q1045665,Gaby Hauptmann,http://www.wikidata.org/entity/Q101022
Q1045665,Klaus Meiser,http://www.wikidata.org/entity/Q101293
Q1045665,Heiner Garg,http://www.wikidata.org/entity/Q101321
Q1045665,Ludwig Georg Braun,http://www.wikidata.org/entity/Q101432
Q1045665,Kerstin Kaiser,http://www.wikidata.org/entity/Q101555
Q1045665,Heidrun Bluhm,http://www.wikidata.org/entity/Q101617
Q1045665,Lorenz Caffier,http://www.wikidata.org/entity/Q101695
Q1045665,Stefan Birkner,http://www.wikidata.org/entity/Q101982
Q1045665,Christine Buchholz,http://www.wikidata.org/entity/Q97732
Q1045665,Thomas Jarzombek,http://www.wikidata.org/entity/Q97872
Q1045665,Karl Freller,http://www.wikidata.org/entity/Q97937
Q1045665,Gabriela König,http://www.wikidata.org/entity/Q102498
Q1045665,Christian Dürr,http://www.wikidata.org/entity/Q102641
Q1045665,Willi Stächele,http://www.wikidata.org/entity/Q102732
Q1045665,Christian Kühn,http://www.wikidata.org/entity/Q106938
Q1045665,Tom Koenigs,http://www.wikidata.org/entity/Q98105
Q1045665,Daniel Köbler,http://www.wikidata.org/entity/Q103436
Q1045665,Eveline Lemke,http://www.wikidata.org/entity/Q103472
Q1045665,Anton Hofreiter,http://www.wikidata.org/entity/Q103519
Q1045665,Viola von Cramon-Taubadel,http://www.wikidata.org/entity/Q98158
Q1045665,Karin Binder,http://www.wikidata.org/entity/Q103670
Q1045665,Oliver Krischer,http://www.wikidata.org/entity/Q103710
Q1045665,Christian Ahrendt,http://www.wikidata.org/entity/Q103861
Q1045665,Uwe Barth,http://www.wikidata.org/entity/Q103855
Q1045665,Albert Füracker,http://www.wikidata.org/entity/Q103964
Q1045665,Dorothea Steiner,http://www.wikidata.org/entity/Q104338
Q1045665,Henning Otte,http://www.wikidata.org/entity/Q98819
Q1045665,Martina Münch,http://www.wikidata.org/entity/Q99123
Q1045665,Theresia Walser,http://www.wikidata.org/entity/Q99242
Q1045665,Patrick Döring,http://www.wikidata.org/entity/Q99427
Q1045665,Thomas Feist,http://www.wikidata.org/entity/Q99545
Q1045665,Dietmar Woidke,http://www.wikidata.org/entity/Q99660
Q1045665,Andrej Hunko,http://www.wikidata.org/entity/Q99704
Q1045665,Gerhard Schick,http://www.wikidata.org/entity/Q104706
Q1045665,Stefan Rebmann,http://www.wikidata.org/entity/Q2337377
Q1045665,Stefan Ruppert,http://www.wikidata.org/entity/Q2337465
Q1045665,Stefan Rößle,http://www.wikidata.org/entity/Q2337481
Q1045665,Stefan Schostok,http://www.wikidata.org/entity/Q2337592
Q1045665,Stefanie Vogelsang,http://www.wikidata.org/entity/Q2338304
Q1045665,Steffen-Claudio Lemme,http://www.wikidata.org/entity/Q2338529
Q1045665,Steffen Bockhahn,http://www.wikidata.org/entity/Q2338566
Q1045665,Stephan Stracke,http://www.wikidata.org/entity/Q2343892
Q1045665,Stephan Thomae,http://www.wikidata.org/entity/Q2343911
Q1045665,Susanne Kitschun,http://www.wikidata.org/entity/Q2369316
Q1045665,Sven-Christian Kindler,http://www.wikidata.org/entity/Q2370788
Q1045665,Sven Lehmann,http://www.wikidata.org/entity/Q2371230
Q1045665,Rudolf Köberle,http://www.wikidata.org/entity/Q2173262
Q1045665,Tankred Schipanski,http://www.wikidata.org/entity/Q2392856
Q1045665,Thaddäus Kunzmann,http://www.wikidata.org/entity/Q2408369
Q1045665,Walter Schnell,http://www.wikidata.org/entity/Q2546178
Q1045665,Thomas Gebhart,http://www.wikidata.org/entity/Q2424160
Q1045665,Thomas Hacker,http://www.wikidata.org/entity/Q2424482
Q1045665,Thomas Lutze,http://www.wikidata.org/entity/Q2425894
Q1045665,Thomas Poreski,http://www.wikidata.org/entity/Q2426573
Q1045665,Timm Kern,http://www.wikidata.org/entity/Q2434751
Q1045665,Tobias Thalhammer,http://www.wikidata.org/entity/Q2438016
Q1045665,Tobias Wald,http://www.wikidata.org/entity/Q2438042
Q1045665,Torsten Staffeldt,http://www.wikidata.org/entity/Q2444991
Q1045665,Ulrich Watermann,http://www.wikidata.org/entity/Q2476890
Q1045665,Stefan Ludwig,http://www.wikidata.org/entity/Q2336997
Q1045665,Uta Windisch,http://www.wikidata.org/entity/Q2502825
Q1045665,Uwe Diederichs-Seidel,http://www.wikidata.org/entity/Q2504103
Q1045665,Uwe Kekeritz,http://www.wikidata.org/entity/Q2504394
Q1045665,Thomas Schmidt,http://www.wikidata.org/entity/Q2427120
Q1045665,Valerie Wilms,http://www.wikidata.org/entity/Q2508861
Q1045665,Vanessa Low,http://www.wikidata.org/entity/Q2510208
Q1045665,Tobias Lindner,http://www.wikidata.org/entity/Q2437890
Q1045665,Viktoria Schmid,http://www.wikidata.org/entity/Q2524520
Q1045665,Vincent Kokert,http://www.wikidata.org/entity/Q2526625
Q1045665,Volker Bandmann,http://www.wikidata.org/entity/Q2530881
Q1045665,Volker Halbleib,http://www.wikidata.org/entity/Q2531476
Q1045665,Volkmar Klein,http://www.wikidata.org/entity/Q2531484
Q1045665,Ulrich Lange,http://www.wikidata.org/entity/Q2476246
Q1045665,Werner Dreibus,http://www.wikidata.org/entity/Q2561035
Q1045665,Werner Simmling,http://www.wikidata.org/entity/Q2562634
Q1045665,Willi Kemmler,http://www.wikidata.org/entity/Q2577196
Q1045665,Ulrich Schneider,http://www.wikidata.org/entity/Q2476641
Q1045665,Petra Fuhrmann,http://www.wikidata.org/entity/Q2080169
Q1045665,Petra Grimm-Benne,http://www.wikidata.org/entity/Q2080192
Q1045665,Petra Guttenberger,http://www.wikidata.org/entity/Q2080199
Q1045665,Philipp Murmann,http://www.wikidata.org/entity/Q2087072
Q1045665,Sabine Weiss,http://www.wikidata.org/entity/Q2209971
Q1045665,Stephan Weil,http://www.wikidata.org/entity/Q2120880
Q1045665,Rainer Erdel,http://www.wikidata.org/entity/Q2128087
Q1045665,Ralph Brinkhaus,http://www.wikidata.org/entity/Q2129527
Q1045665,Sylvia Lehmann,http://www.wikidata.org/entity/Q2374225
Q1045665,Regina Seeringer,http://www.wikidata.org/entity/Q2137938
Q1045665,Reinhold Sendker,http://www.wikidata.org/entity/Q2141547
Q1045665,Renate Hendricks,http://www.wikidata.org/entity/Q2143403
Q1045665,René Rock,http://www.wikidata.org/entity/Q2144824
Q1045665,Uwe Bartels,http://www.wikidata.org/entity/Q2503989
Q1045665,Richard Pitterle,http://www.wikidata.org/entity/Q2150384
Q1045665,Rita Schwarzelühr-Sutter,http://www.wikidata.org/entity/Q2154951
Q1045665,Rolf Koschorrek,http://www.wikidata.org/entity/Q2163528
Q1045665,Wilhelm Heidemann,http://www.wikidata.org/entity/Q2573089
Q1045665,Sebastian Körber,http://www.wikidata.org/entity/Q2262892
Q1045665,Siegfried Borgwardt,http://www.wikidata.org/entity/Q2283245
Q1045665,Sigrid Rakow,http://www.wikidata.org/entity/Q2285312
Q1045665,Silke Weyberg,http://www.wikidata.org/entity/Q2286243
Q1045665,Sonja Steffen,http://www.wikidata.org/entity/Q2301738
Q1045665,Christian Baldauf,http://www.wikidata.org/entity/Q115400
Q1045665,Peter Tauber,http://www.wikidata.org/entity/Q124622
Q1045665,Nils Schmid,http://www.wikidata.org/entity/Q477845
Q1045665,Sigmar Gabriel,http://www.wikidata.org/entity/Q160902
Q1045665,Andrea Lindlohr,http://www.wikidata.org/entity/Q494263
Q1045665,Andrea Verpoorten,http://www.wikidata.org/entity/Q495228
Q1045665,Andreas Bialas,http://www.wikidata.org/entity/Q496127
Q1045665,Andreas Deuschle,http://www.wikidata.org/entity/Q496784
Q1045665,Andreas Dressel,http://www.wikidata.org/entity/Q496880
Q1045665,Andreas Glück,http://www.wikidata.org/entity/Q497480
Q1045665,Jan Josef Liefers,http://www.wikidata.org/entity/Q214574
Q1045665,Andreas Lämmel,http://www.wikidata.org/entity/Q499373
Q1045665,Stefan Kaufmann,http://www.wikidata.org/entity/Q107793
Q1045665,Hildegard Hamm-Brücher,http://www.wikidata.org/entity/Q215201
Q1045665,Jan van Aken,http://www.wikidata.org/entity/Q107176
Q1045665,Martin Zeil,http://www.wikidata.org/entity/Q109933
Q1045665,Robert Habeck,http://www.wikidata.org/entity/Q109943
Q1045665,Berthold Huber,http://www.wikidata.org/entity/Q107234
Q1045665,Georg Eisenreich,http://www.wikidata.org/entity/Q107552
Q1045665,Helmut Brandt,http://www.wikidata.org/entity/Q107680
Q1045665,Wolfgang Heubisch,http://www.wikidata.org/entity/Q107827
Q1045665,Matthias Rößler,http://www.wikidata.org/entity/Q120466
Q1045665,Elke Hoff,http://www.wikidata.org/entity/Q110020
Q1045665,Roderich Kiesewetter,http://www.wikidata.org/entity/Q107989
Q1045665,Rüdiger Kruse,http://www.wikidata.org/entity/Q121230
Q1045665,Kirsten Lühmann,http://www.wikidata.org/entity/Q108173
Q1045665,Martin Burkert,http://www.wikidata.org/entity/Q121770
Q1045665,Agnes Alpers,http://www.wikidata.org/entity/Q394447
Q1045665,Agnes Krumwiede,http://www.wikidata.org/entity/Q110883
Q1045665,Reinhard Brandl,http://www.wikidata.org/entity/Q111160
Q1045665,Thomas Nord,http://www.wikidata.org/entity/Q111187
Q1045665,Serkan Tören,http://www.wikidata.org/entity/Q111255
Q1045665,Zahra Mohammadzadeh,http://www.wikidata.org/entity/Q144186
Q1045665,Jürgen Hardt,http://www.wikidata.org/entity/Q111489
Q1045665,Stefan Wenzel,http://www.wikidata.org/entity/Q111649
Q1045665,Marianne Birthler,http://www.wikidata.org/entity/Q243081
Q1045665,Johannes Müller,http://www.wikidata.org/entity/Q121150
Q1045665,Edith Sitzmann,http://www.wikidata.org/entity/Q123848
Q1045665,Barbara Bosch,http://www.wikidata.org/entity/Q123864
Q1045665,Gabriele Warminski-Leitheußer,http://www.wikidata.org/entity/Q123884
Q1045665,Klaus Zeh,http://www.wikidata.org/entity/Q111839
Q1045665,Ludwig Spaenle,http://www.wikidata.org/entity/Q111841
Q1045665,Agnieszka Brugger,http://www.wikidata.org/entity/Q109309
Q1045665,Holger Zastrow,http://www.wikidata.org/entity/Q111924
Q1045665,Dieter Salomon,http://www.wikidata.org/entity/Q109550
Q1045665,Kai Gehring,http://www.wikidata.org/entity/Q109560
